ID	GSM4285758	GSM4285759	GSM4285760	GSM4285761	GSM4285762	GSM4285763	GSM4285764	GSM4285770	GSM4285771	GSM4285772
Dpcr1	0	0	0	0	0	0	0	0	0	0
Dpep1	0	0	0	0	0	1.260132661	0	0	0	0
Dpep2	28.33122894	29.45903598	28.48853637	27.22782904	25.41377026	52.59383882	61.67222633	57.39272617	31.6391715	26.84499342
Dpep3	0	1.577809498	0.658222962	0	0	2.360816674	0.920822264	1.745338257	0	0
Dpf1	0	0	0	0	0	0	0	0	0	0
Dpf2	12.82429704	15.37299952	13.23109654	11.39444046	19.72379433	9.991057031	12.91691886	12.14484888	13.68788459	16.38225196
Dpf3	0	0	0	0	0	0	0	0	0	0
Dph1	4.528137316	8.338126596	9.492567392	18.77329307	17.22281669	10.03491648	15.19604609	16.56822846	6.43466032	8.646551591
Dph2	6.364056447	3.196946424	1.781074308	7.230326357	5.131625695	8.330000125	4.874870266	5.257954113	4.646825513	3.237197057
Dph3	27.69360321	19.81926697	34.11495037	26.63112158	22.71874948	22.82534318	34.2381831	24.61864462	37.33836163	34.11480806
Dph3b-ps	0	0	0	0	0	0	0	0	0	0
Dph5	4.401440078	3.663698137	3.892079427	4.500101815	7.915199833	2.814691075	4.413691555	10.12334221	1.945078594	9.711538774
Dpm1	17.22379269	23.25962295	22.29578965	19.3450589	21.11455169	18.49219758	19.50530031	27.44638329	29.50364293	20.71359676
Dpm2	53.10402997	59.54126204	49.3477768	72.51360573	49.90165149	46.23911741	49.75756787	73.07181075	70.57929541	57.49745183
Dpm3	184.8298024	210.0024203	185.9886655	138.4960667	140.2603957	186.1588704	247.2859397	164.8696321	185.3199741	206.4590567
Dpp10	0	0.336999984	0	0	0	0	0	0.184221429	0.230686351	0.22235756
Dpp3	20.92698441	33.17980117	23.61844889	28.24362192	17.82191294	34.66783719	33.89965555	28.78620045	28.82200936	14.3517304
Dpp4	2.26224948	3.992859785	4.962839836	3.90864359	3.336458287	2.755133556	4.15739249	47.08764732	74.72811128	63.91110186
Dpp6	0	0	0	0.471386314	0	0	0	0	0.315990284	0
Dpp7	12.25470685	9.313537601	10.66687236	16.01225753	13.45004545	14.25015024	17.51163224	12.40876471	12.6288114	1.409895156
Dpp8	9.806955951	10.0963052	8.512325616	3.952873691	10.11952147	9.111012854	9.184801625	17.70025454	13.53927876	11.56222279
Dpp9	17.98329048	28.07233046	29.123577	24.33013553	30.17346369	40.30651155	26.87922882	36.28853635	30.28830242	19.04141771
Dppa1	0	0	0	0	0	0	0	0	0	0
Dppa2	0	0	0	0	0	0	0	0	0	0
Dppa3	0	3.230116102	2.820578254	0	0	0	8.161305329	0	0	0
Dppa4	0	0	0	0	0	0	0	0	0	0
Dppa5a	0	0	0	0	0	0	0	0	0	0
Dpt	0	0	0	0	0	0	0	0	0	0
Dpy19l1	17.72145324	17.86127382	24.69504539	20.67480438	21.96965379	24.1275826	19.96710741	45.80298793	66.7819254	62.0670088
Dpy19l2	0	0	0	0	0	0	0	0	0	0
Dpy19l3	0.328466917	1.494416807	0.190858354	1.031208199	1.138879962	0	0.56372105	0.668811149	0.424720939	0.704369073
Dpy19l4	3.028988573	4.03233027	4.280723592	3.00565662	5.614445545	5.468984985	4.772127754	8.501384053	3.794854602	4.90339363
Dpy30	85.0817779	53.63700312	110.0744163	67.29047073	74.83273001	76.52255028	65.63073904	57.01233175	64.05444904	105.363584
Dpyd	0	0.309360604	0	0	0	0	0	0	0	0
Dpys	3.865674653	0	0.278626053	0	0	1.365496819	0.916733881	0.786737881	0	0
Dpysl2	25.10143052	38.23786197	42.69614629	41.65788852	42.90997745	70.92757166	65.28259936	92.30448305	118.1211592	90.85440489
Dpysl3	0.468438258	0	0	0	0.417118906	2.230516297	0	0.341622347	0	0
Dpysl4	0	0	0	0	0	0	0	0	0	0
Dpysl5	0	0	0	0	0	0	0	0	0	0
Dqx1	0	0	0.483801305	0	0	0.388899288	1.037125654	2.038993971	0	0
Dr1	77.85633317	70.48136026	75.96423104	67.28123733	73.33134207	64.52467153	68.37708063	99.49597423	87.70046151	70.73947048
Dram1	73.2536648	81.20298786	81.152233	55.73654355	95.77941558	74.20996576	54.15299392	50.71524887	14.18852852	13.75661406
Dram2	52.50349732	57.15686481	50.34866964	39.77011616	39.50690771	40.40549322	38.87065002	36.57870328	34.02890112	33.82103215
Drap1	80.16484282	106.6223495	89.96120453	98.91369432	118.4565174	119.8071135	103.1542014	180.457892	130.6054217	116.0925013
Drd1a	0	0	0	0.833423903	0	0	0	0	0	0
Drd2	0.790054921	0	0	0	0	0	0	0	0	0
Drd3	0	0	0	0	0	0	0	0	0	0
Drd4	0	0	0	0	0	0	0	0	0	0
Drd5	0	0	0	0	0	0	0	0	0	0
Drg1	10.51876665	10.92258105	20.89841601	23.31713019	21.4136279	29.11543311	26.29552331	36.20804067	33.35880257	39.69086371
Drg2	4.308932503	12.60756087	25.74204796	12.94596603	17.71356154	12.36189182	8.263541641	15.20648953	17.45149996	18.68563451
Drosha	2.003240741	2.690449119	2.817591633	2.568227807	8.27197549	4.035815883	6.556163885	9.854740248	8.470825727	10.0223254
Drp2	0	0	0	0	0	0	0	0	0	0
Drr1	0	0	0	0	0	0	0	0	0	0
Dsc1	0	0	0	0	0	0	0	0	0	0
Dsc2	0	0	0	0	0	0	0	0	0	0
Dsc3	0	0	0	0	0.300118067	0.411723934	0	0	0	0
Dscam	0	0	0	0	0	0	0	0	0	0
Dscaml1	0.654972125	0	0.481489203	0	0	0	0	0	0	0
Dscc1	0.642683157	0	0.27646828	1.075763695	0.271370618	0.233061491	1.903198011	0.625317531	0	1.110692359
Dscr3	31.1938354	29.06218535	21.74176533	23.01831448	26.46235156	18.17020361	17.31034002	20.7381066	17.59023823	24.24112618
Dse	9.832463837	16.72446163	13.46348327	8.852273233	18.68570573	15.59645723	22.04477148	13.52294814	9.27840459	11.65852988
Dsel	1.11474899	0.184954963	0	0.143552559	0	0.463854685	0	0.245151241	2.207953124	0
Dsg1a	0	0	0	0	0	0	0	0	0	0
Dsg1b	0	0	0	0	0	0	0	0	0	0
Dsg1c	0	0.528074452	0	0	0	0	0	0	0	0
Dsg2	0	0	0	0	0	0	0	0	0	0
Dsg3	0	0	0	1.010695669	0	0	0	0	0	0
Dsg4	0	0	0	0	0	0	0	0	0	0
Dsn1	1.780128105	3.576726019	1.541809141	4.132932989	1.110844639	1.0389926	2.937874827	2.122495787	2.189376365	2.955948521
Dsp	0	0	0	0	0	0	0	0	0	0
Dspp	0	0	0	0	0	0	0	0	0	0
Dst	1.27919306	0.654199224	0.563566567	1.573125592	0.625524826	1.70437739	2.876747716	2.041227019	0.470238585	0.276895268
Dstn	30.77633658	46.79689568	50.86680688	39.69910282	73.84330742	50.73068759	51.09578454	37.19516404	35.46394008	32.18259396
Dstyk	3.140068344	3.532395112	6.236026704	5.401625541	3.935283629	4.538079831	6.199348407	5.477035003	8.270580776	6.642442663
Dtd1	6.823940462	6.452132236	8.025817279	9.48919225	4.380855241	2.880109067	4.962758444	8.620181955	6.137579243	10.60843527
Dtl	0.101956673	0.41220735	0.698379372	0.421345519	0.54443875	0	0	0.73133902	0.792771564	0.473195888
Dtna	0	0.327471458	0	0	1.53351033	0	0	0	0.530174324	0
Dtnb	1.362252922	0	0.525179958	0	1.771019048	0.079710857	0.803703123	0.314405091	1.362020079	0.676461825
Dtnbp1	80.2023784	84.398657	101.7469235	109.5534917	88.50796559	54.9168347	58.85803846	75.08813747	78.49195386	45.99092758
Dtwd1	6.44162194	8.072865883	10.37013118	5.268155579	1.860571193	4.273185899	5.260100102	10.711639	15.17939681	27.7477923
Dtwd2	2.172707005	4.542789169	1.899177475	0.382246044	0.841995349	1.528699329	2.175559951	0.977455049	4.73358823	0.997952384
Dtx1	0	0.561809015	0.312017826	0.322521835	0	4.852720949	0	0	0	0
Dtx2	4.586879207	8.483467239	6.276420259	3.890639685	4.981101722	1.736983994	4.129440744	9.031541172	10.65783704	9.807157831
Dtx3	4.658969877	5.171627423	6.737185734	0.762538661	11.94376155	10.93905827	5.947132791	0.845896081	5.842009232	2.370776131
Dtx3l	62.56979055	73.14240416	90.52266085	80.26743842	69.74559303	60.58683958	75.66651128	103.8785351	78.41889271	71.26755445
Dtx4	8.360435839	11.32151083	7.689025821	7.369601202	5.542579652	15.87122617	11.52078105	6.235941993	5.413529949	4.023880872
Dtymk	11.77571841	18.3284031	12.28537564	14.28442128	22.80940454	12.6493785	16.49787648	19.28932399	28.22065363	16.17425917
Duox1	0	0	0	0	0	0	0	0	0	0
Duox2	0	0	0	0	0	0	0	0	0	0
Duoxa1	0	0	0	0	0	0	0	0	0	0
Duoxa2	0	0	0	0	0	0	0	0	0	0
Dupd1	0	0	0	0	0	0	0	0	0	0
Dus1l	1.661412084	10.84336997	10.47400398	6.626282972	9.346373056	13.5242083	9.945289603	12.38610812	17.72204774	10.49908621
Dus3l	13.5983143	17.58062659	18.35778751	19.31824095	26.35147014	23.92818419	27.81060272	24.9861133	19.47138912	30.46934706
Dus4l	0	1.020590772	3.622584615	0.994643938	0.569740024	4.255479635	0	1.203288699	0	9.901831482
Dusp1	51.41816156	43.05248116	34.8939733	23.14160427	23.77328744	19.66988788	12.54978062	153.8119741	80.51398299	251.5036633
Dusp10	7.028781931	1.333058621	2.443754681	4.852869887	2.539642745	1.590594556	2.412709966	6.134463334	2.435289212	8.864141064
Dusp11	29.33543819	39.27349622	32.31639317	35.04912502	33.04400934	40.01247308	40.81518702	46.86104165	60.66283474	64.26716759
Dusp12	2.1431159	7.841351736	2.950458578	6.825218563	2.26140673	2.778668899	5.222497036	10.57675196	6.881035917	13.72639063
Dusp13	0	0	0	0	0	0	0	0.7312992	0	0
Dusp14	0	0	0	0	0	0	0	0	0	0
Dusp15	0	0	0	0	0	0	0	0	0	0
Dusp16	9.948614999	4.848598351	10.32706674	5.914546888	9.5374587	4.310599381	7.455764584	47.23957982	19.47889375	14.28213176
Dusp18	2.218543846	1.48425254	0.877338568	0	0	1.147155274	0	0	1.094145299	1.219851548
Dusp19	2.771804629	1.609648144	0.830162248	0	1.901460565	0	1.78547354	6.311191048	3.959682445	0
Dusp2	19.2626869	25.46140422	32.75996619	33.61212517	22.58269469	12.53636424	19.03077374	50.46790469	30.92344404	186.573055
Dusp21	0	0	0	0	0	0	0	0	0	0
Dusp22	48.97140053	58.75415231	48.71757195	61.36993232	83.63155358	42.50675812	45.40341316	57.93733785	61.86531327	104.0319452
Dusp23	20.19846043	17.19269423	13.62727663	6.293321559	15.71163987	18.43655884	25.03887005	16.92859959	15.59886354	18.57183922
Dusp26	0	0	0	0	1.194939025	0	0	0	0	0
Dusp27	0	0	0	0	0	0	0	0	0	0
Dusp28	6.346701009	30.01141401	10.95057208	7.812340675	15.47190509	18.09090152	14.47014498	9.114097864	7.641517423	8.807005517
Dusp3	50.45455829	50.34348744	40.1181836	48.73692278	55.3752768	66.94371617	48.24510763	57.12911914	74.49853461	77.61427245
Dusp4	0	0	0	1.571978685	0	0	0	0	0	0.443093245
Dusp5	16.38880489	9.691033822	7.76219736	5.324779312	10.09574462	24.94384401	8.60110346	62.97300112	75.07218114	121.2415504
Dusp6	112.4739738	109.5288668	120.307594	108.5624625	124.8859085	148.1678895	102.9727205	103.7020373	34.18287822	40.30919589
Dusp7	17.98554408	16.66558084	5.434955969	13.84709586	14.86918222	18.66081372	23.44293356	17.34312256	12.06420094	10.89716778
Dusp8	0	0	0	0	0	0	0	0.363714273	0	0
Dusp9	0	0	1.202637116	0	0	0	0	0	0	0
Dut	13.88342692	10.36243405	8.092450568	10.56574901	14.17748651	15.6391759	8.293539434	21.68981933	15.90036032	19.58001725
Dvl1	4.974988044	7.340454262	3.420712819	2.117376108	5.318810587	3.259138357	11.99969758	2.943020684	4.137322316	16.74843579
Dvl2	2.5833108	1.780352245	2.985093747	3.79345165	2.6499512	5.088949022	4.803067662	3.162320127	3.151865783	1.635157479
Dvl3	0	1.256472255	0	0	0.919590639	0.534624653	0.396189345	0.383083699	0	1.840086459
DXBay18	0	0	0	0	0	0	0	0	0	0
Dydc1	0	0	0	0	0	0	0	0	0	0
Dydc2	0	0	0	0	0	0	0	0	0	0
Dym	10.75322769	17.13993752	24.65014314	27.23886294	23.61079572	42.76683919	28.63114537	16.57499791	33.84383025	29.64227387
Dync1h1	9.077392942	14.24318069	10.84724325	12.12572627	18.00382179	13.40621155	18.41879696	19.72210796	16.90776056	12.24092111
Dync1i1	0	0	0	0	0	0	0	0	0	0
Dync1i2	23.17682395	34.97061068	37.76441203	29.21207118	37.99615565	35.54016109	40.21381329	41.23999139	34.39587653	26.89479173
Dync1li1	43.1779636	32.87412634	66.31650865	43.02671944	53.55477613	25.31422409	38.62340234	54.46445747	60.28148024	34.7185768
Dync1li2	10.8466476	19.24574115	15.595777	7.881487653	17.91041118	12.56503254	11.88865594	17.2855807	21.68480404	14.54517865
Dync2h1	0.163338158	0.080315194	0.924877532	0.110802215	0.290878858	0.346855059	1.138333692	0.898026018	0.098577073	0.083421298
Dync2li1	2.417937773	2.082693651	2.273614216	3.162373453	0	0.75517809	1.310131273	5.380352822	0	0
Dynll1	231.6195806	187.2146017	209.8415862	186.1224017	192.6245008	221.1818397	188.6744592	132.2411512	128.221287	158.3995553
Dynll2	16.34165268	9.935678965	11.70275356	6.314670097	12.38119375	19.22518222	24.4228028	40.5250352	31.16512995	21.00463955
Dynlrb1	308.1735533	256.5513476	269.3534299	288.9137966	264.0196519	302.8537744	297.8078615	322.7548769	294.6420432	215.8488477
Dynlrb2	0	0	0	0	0	0	0	0	0	0
Dynlt1-ps1	126.0319566	90.31761089	30.06489945	57.54298446	84.2800092	24.52310952	18.4281009	28.67825702	47.83755407	31.83667461
Dynlt1a	34.37969311	32.1259052	15.08546715	35.05736612	14.76536026	13.25606597	12.87515174	11.5491142	11.49108479	7.226221425
Dynlt1b	0	2.349095135	0	0	0	7.275504	0	4.233943395	4.993627352	22.65136514
Dynlt1c	0	0	0	0	0.938444739	0	0.513881812	0	0	0
Dynlt1f	2.934914445	7.341313604	1.780694777	2.203094688	4.030895948	1.703710581	11.16849977	0	0	5.213540508
Dynlt3	25.37952728	29.24455424	47.98727472	39.86229078	37.37412318	32.12153401	34.12610601	32.69022071	51.80254981	39.29441992
Dyrk1a	9.339788247	11.36393088	18.22079313	13.30494148	15.95801057	13.78190319	11.6237945	20.19356029	27.70279611	19.65913034
Dyrk1b	0.985045484	0	0.836069476	1.426517541	1.767567772	0	1.381977555	1.795220637	1.767794954	0
Dyrk2	2.84812666	1.445889364	1.063010417	2.759921279	2.107869641	0.666579027	3.624479389	6.137676385	4.178558282	4.25558364
Dyrk3	1.544870318	0.473636399	1.713082863	2.215126222	1.229362889	0.736021962	3.160423369	2.123444598	2.287336824	4.335026222
Dyrk4	0	1.185948134	0	0	0	0	0	0.495114231	0	0
Dysf	0	0	0	0	0	0	0	0	0	0
Dytn	0	0	0.471078259	0	0	0	0	0	0	0
Dyx1c1	0	0	0	0	0	0	0	0	0	0
Dzip1	0	0.927800053	0	0	0.796672089	0	0.371372226	0	0.407214838	0
Dzip1l	0	0	0	0	0.308713527	0	0	0.147979974	0	0
Dzip3	2.113308802	1.902218776	1.194525281	1.503750737	1.970010356	3.015063055	0.354447171	2.64897042	2.321243727	0.772095664
E030002O03Rik	0	0	0	0	0	0	0	0	0	0
E030010N08Rik	0	0	0	0	0	0	0	0	0	0
E030013I19Rik	0	0	0	0	0	0	0	0	0	0
E030024N20Rik	6.083380093	2.431548966	10.86579037	0	0	1.781159345	0	0	0	2.142751893
E030025P04Rik	0	0	0	0	0	0	0	0	0	0
E030030I06Rik	2.611009785	3.76416027	2.902195119	0.744785089	2.508250976	0	0.869850531	3.91363714	3.620680953	4.006751859
E030042O20Rik	0	11.09785743	1.063833567	0	0	0	1.944551939	0	0	2.910377519
E130006D01Rik	0	0	0	0	0	0	0	0	0	0
E130012A19Rik	0.951003069	0.639982486	4.550772979	1.263183862	2.405459568	0.634085152	2.098401977	12.60807956	6.392088348	7.77706972
E130018N17Rik	0	0	0	0	0	0	0	0	0	0
E130018O15Rik	0	0	0	0	0	0	0	0	0	0
E130102H24Rik	6.434977388	0	2.07269399	1.689456888	20.95052823	7.472781826	0	3.932459364	4.777394243	0
E130111B04Rik	0	0	0	0	0	0	0	0	0	0
E130114P18Rik	0	0	0	0.733995928	0.879653722	0	0	0	0	0
E130116L18Rik	0	0	0	0	0	0	0	0	0	0
E130120K24Rik	0	0	0	0	0	0	0	0	0	0
E130201H02Rik	0	0	2.770170869	0	0	3.510488035	1.359127396	0	0	2.347549418
E130208F15Rik	1.921716922	1.386492166	2.177784828	2.208682253	6.916208657	0	0.469708327	3.088810173	0.769726117	0
E130215H24Rik	0	0	0	0	0	0	0	1.438725329	0	0
E130218I03Rik	0	0	0	0	0	0	0	0	0	0
E130304I02Rik	0	0	0	0	0	0	0	0	0	0
E130307A14Rik	1.214373011	1.885005134	1.050799169	2.152948832	2.001551164	0.907812457	1.730348249	0.951375431	0.250703113	1.177563831
E130308A19Rik	0.784649421	0.493318444	0.269756297	0.462124548	0	0.625758478	0.590116589	0.397768054	0.793371534	0.254267982
E130309D02Rik	6.735057379	7.143149054	10.73262625	5.680906083	7.576939101	7.863556499	4.967089507	5.338065507	9.600556317	4.167595852
E130309D14Rik	0	0	0	0	0	0	0	0	0	0
E130311K13Rik	0.439270228	3.22340316	4.884571466	1.207980622	0.997903582	0.557380014	10.81648682	6.404568643	1.999468881	4.785747371
E130317F20Rik	2.538459413	0	2.486222332	0.427833319	0.595359815	0.375082346	0	2.293228611	1.073334859	0
E230001N04Rik	20.90304834	6.128231631	3.369438757	2.623507247	5.766994194	0.595023802	4.323881926	8.943695698	3.508222654	5.228384435
E230008N13Rik	2.30180686	2.365613799	3.40099265	2.942320895	4.045127722	1.6199304	0.930403386	1.224737172	4.459380529	5.322087832
E230013L22Rik	0	2.216253746	2.270782547	2.636630838	3.411557654	2.660915339	3.158997252	0.473581942	0	0
E230015B07Rik	0	0	0	0	0	0	0	0	0	0
E230016K23Rik	0	2.40076335	1.252565311	1.718425626	1.182192043	1.592148302	0.437633181	1.258017408	9.747340925	5.159898148
E230016M11Rik	1.795910899	0.791022298	1.070290305	1.041964428	0.536764544	0.947330531	0.397701677	1.224718921	0	0.959389312
E230019M04Rik	0	0	0	0	0	0	1.95750994	0	0	0
E230025N22Rik	0	0	0	0	0	0	0	0	0	0
E2f1	5.993567358	2.353702581	3.842993038	3.623496532	6.992435274	4.508026397	7.14137249	4.856949521	4.282655027	6.407988416
E2f2	22.39612492	29.66418098	21.99369292	21.83147107	23.1952959	23.1704461	24.42824714	15.5222565	19.05043412	22.33572666
E2f3	2.562234149	3.025337517	4.324954982	4.343151174	2.680521087	2.262390908	4.468489436	7.830086499	7.524578365	2.090832166
E2f4	44.03119497	49.82392415	52.69463754	46.1864637	43.07278441	41.58492865	44.53599869	47.90861073	51.71951346	40.85639074
E2f5	0	5.649127919	3.478041401	9.687175176	1.401658756	12.56758228	3.244918585	21.87575614	23.47571742	15.16121186
E2f6	8.592980355	3.754657876	7.424443752	15.50302138	8.218317568	1.765057906	10.90002703	8.645180807	15.89913033	16.150154
E2f7	0.459980375	0.346004749	0.135917195	0.864230365	1.085350378	0.212616068	0.407031337	0.404551612	0.755218118	0.236590393
E2f8	9.302450467	3.277186812	6.760408978	5.455124148	5.499152184	4.175755747	3.164419743	8.028868461	9.618845436	9.706209991
E330009J07Rik	2.954419725	2.373204666	1.449565089	2.298983495	1.227679781	2.669752141	4.644402564	1.293884564	2.572540189	2.645130343
E330010L02Rik	0	0	0	0	0	0	0	0	0	0
E330012B07Rik	0	0	0	0	0	0	0	0	0	0
E330013P04Rik	0	0	0	0	0	0	0	0	0	0
E330014E10Rik	0	0	0	0	0	0	0	0	0	0
E330017A01Rik	0	0	0	0	0	0	0	0	0	0
E330017L17Rik	0	0	0	0	0	0	0	0	0	0
E330020D12Rik	3.875228974	4.159383499	1.409918365	1.760691042	0	0	2.488147048	4.236550025	0	0.462841904
E330021D16Rik	0	0	0	0	0	0	0	0	0	0
E330034G19Rik	0	0	0	0	0	0	0	0	0	0
E430018J23Rik	0	0	0	1.04401721	0.573024089	0.611331113	2.210110239	4.913864437	1.519037084	0
E430025E21Rik	18.01837158	19.4870228	20.3921089	29.72222786	41.02268845	20.7815584	23.86675805	23.24410369	20.45560288	17.62860737
E4f1	7.042178067	5.794379276	7.751332825	13.09828056	7.396413114	10.12836123	5.721964262	7.573979765	4.457323638	12.54229001
E530001F21Rik	0	0	0	0	0	0	0	0	0	0
E530001K10Rik	0	0	0	0	0	0	0	0	0	0
E530011L22Rik	0	0	0	0	0	0	0	0	0	0
Eaf1	12.66782421	21.5407856	15.54245239	9.754129869	21.43689654	10.82308736	14.12004749	15.25000789	9.854652258	10.62368502
Eaf2	0.607482284	0.374209798	0	0	0	0	0	0.197652331	0.988827166	0.492003778
Eapp	25.68362769	23.76817285	33.23502808	24.33913453	25.72274449	32.57575507	31.3076124	32.73886301	31.63174505	43.96592661
Ear-ps10	0	0	0	0	0	0	0	0	0	0
Ear-ps12	0	0	0	0	0	0	0	0	0	0
Ear-ps2	4.089961105	0	11.88984211	0	17.64871189	0	3.775950862	0	0	0
Ear-ps3	0	0	0	0	0	0	0	0	0	0
Ear-ps4	0	0	0	0	0	0	0	0	0	0
Ear-ps5	0	0	0	0	0	0	0	0	0	0
Ear-ps7	0	0	0	0	0	0	0	0	0	0
Ear-ps8	0	6.056002698	5.142892189	0	0	0	0	0	0	0
Ear-ps9	12.31455416	0	0	9.972066298	0	0	0	0	0	0
Ear1	2.429493746	0	2.81577561	0	5.089324314	2.225010086	2.807502383	0	0	7.886357014
Ear10	0	0	9.492742596	0	0	0	0	0	0	0
Ear14	0	0	0	0	0	0	0	0	0	0
Ear2	256.6850518	106.0160705	264.1153552	103.1674267	180.9289429	243.3781426	125.1619262	632.0914197	257.739308	281.1142359
Ear6	0	0	0	2.090182594	0	0	0	0	0	0
Ears2	0.333477916	1.761784661	0.192297422	1.721877588	1.276237603	0.297151925	1.359980858	4.112660486	3.948255321	2.350674526
Ebag9	7.837095392	16.31067415	23.15669714	15.15424728	12.16431863	20.33884664	21.55062993	22.19904183	42.36090869	26.4123455
Ebf1	0	0	0.872797972	0.824090016	0	0	0	0	0	0
Ebf2	0	0	0	0	0	0	0	0	0	0
Ebf3	0	0	0	0	0	0	0	0.091493347	0	0
Ebf4	0	0	0	0	0	0	0	0	0	0
Ebi3	48.02702726	43.38591609	72.36949851	36.48533219	61.31572858	52.58560242	50.01333502	90.75265907	76.67302828	103.806099
Ebna1bp2	24.45067289	18.94702898	28.69404635	25.34275639	12.05544864	22.86908728	27.41832155	38.54621681	43.55160002	40.6007961
Ebp	69.92787956	78.69381096	95.05285722	75.66404307	98.60737491	81.1982267	94.43458022	83.39555926	95.08438702	94.94740465
Ebpl	10.48579517	10.86035958	9.098227588	6.223048164	11.38884956	8.843139627	16.42031135	19.96488803	15.08705181	22.41686787
Ecd	18.72801338	16.02610211	14.85404201	10.01195911	13.99792026	18.09846897	20.11066282	22.46039865	35.26216056	17.92125901
Ece1	5.682789278	7.825810704	12.09227089	8.541347644	8.225268407	14.20773614	5.100295892	25.30555438	43.53883558	44.84277194
Ece2	5.984409414	7.33609394	5.131133798	6.657606496	3.331038331	8.320878429	5.078624962	8.153548461	7.351210842	7.884028805
Ecel1	0	0	0	0	0	0	0	0	0	0
Ech1	31.52247391	56.69525423	47.14573183	50.39637414	47.21176448	57.71603127	47.86385933	60.9635787	69.31840459	46.31370511
Echdc1	0.66764414	2.09911188	0	1.978616431	0.597370148	4.944394293	6.714302565	5.885880542	4.416425593	5.810100145
Echdc2	0	0	0	0	0	0	0	0	0	0
Echdc3	0.764695616	0	0	0	0	0.46135173	0	0	0	0
Echs1	35.85961339	33.18810135	34.34693334	35.20885575	33.24830206	36.09085834	23.38658548	25.63298911	19.23027621	20.14973435
Eci1	30.74482627	26.88281842	46.30408093	27.93305315	31.88818105	59.62337336	51.80474845	46.53703629	31.87623586	88.35321438
Eci2	34.34280921	50.50611654	45.25411901	47.20964649	35.86774882	46.92944405	41.47286202	67.81374973	59.00700359	49.45614874
Eci3	0	2.442731346	0	0	0	0	0	1.160394179	0	1.585999047
Ecm1	58.40814145	87.4356888	88.86141225	80.91049446	63.71976081	181.1121008	176.6435401	92.33944358	17.72697802	4.33568968
Ecm2	0	0	0	0.74696332	0	0	0	0	0	0
Ecscr	0	0	1.796470888	1.469405411	0	0.960246187	3.146941456	4.022070636	0	0.929622481
Ecsit	21.13000339	2.869856789	9.180491026	16.77647381	17.9397313	10.56723834	8.867144407	35.296335	24.08783137	20.39896324
Ect2	1.881974202	1.255995231	2.051337799	1.676352348	1.218008308	1.246716355	2.254500389	1.7458999	1.056680646	4.973967789
Ect2l	0	0	0	0	0	0	0	0	0	0
Eda	0	0.073450677	0	0	0	0	0	0	0.445766744	0
Eda2r	0	0	0	0	0	0	0	0	0	0
Edar	0	0	0	0	0	0	0.577580891	0	0	0
Edaradd	0.418188541	0.267379718	0	0	0	0	0	0	0	0
Edc3	6.839990922	8.432492418	6.842388825	8.811265157	9.182414871	8.69273078	5.515570873	6.325447242	9.974053478	3.218237948
Edc4	6.792589014	6.155014233	7.97112879	6.928805435	5.56993162	4.662086689	5.79129177	9.217989394	7.209891306	9.417218472
Eddm3b	0	0	0	0	0	0	0	0	0	0
Edem1	52.55293923	59.30852067	69.72323864	65.39147803	52.58532487	54.82863032	49.92377562	94.09091089	54.75588354	69.25998848
Edem2	18.29818876	24.5975161	30.43187401	25.50255662	18.25632504	32.14457231	39.10835504	36.81962957	38.27073299	24.08063279
Edem3	6.821216642	5.28512124	6.195108548	8.545892751	5.219026644	6.735377418	8.640408861	10.25900379	7.599723437	14.11605382
Edf1	318.1604052	269.7197424	242.6115303	255.7060381	310.1881985	263.4359311	325.9610302	323.4134302	286.1866825	205.9974781
Edil3	0	0	0.689501651	0	0.370739924	0	0	0	0	0
Edn1	1.650820552	0	25.77379226	2.851695742	0	0	0	0	0	0
Edn2	0	0	0	0	0	0	0	0	0	0
Edn3	0	0	0	0	0	0	0	0	0	0
Ednra	2.32855935	0	0	0	0	0	0	0	0	0
Ednrb	0	1.862179446	0.698712686	1.722883028	0	2.53226283	0	0.271732613	0.399525703	3.212457362
Eea1	11.49753816	14.32552166	14.27782835	6.527210436	13.49357367	9.561448913	19.87479941	22.2574236	17.31441763	13.34651408
Eed	45.68544353	59.73356891	48.61928487	53.29782176	50.39247442	55.25512519	51.44361976	55.2165151	50.40476846	71.95890976
Eef1a1	467.2790934	435.8262009	375.3456034	423.4760342	446.0736426	440.9585223	471.5164584	246.7022729	367.1736577	354.6284895
Eef1a2	0	0	0.566707126	0	0	0	0	0	0	0
Eef1b2	578.9266911	469.1729236	499.2407665	510.8224247	466.0781149	497.9695827	524.2625212	953.8202018	1136.240762	1123.333682
Eef1d	20.65796954	26.25582378	30.21925761	31.28421014	30.72970399	33.63775942	30.6015642	45.9317348	59.58349915	67.76354891
Eef1e1	70.21105371	51.76806956	35.13328535	47.30807864	47.99239671	49.1024071	35.18351181	75.79277214	50.51071542	48.68900193
Eef1g	160.3618716	175.043678	164.0600366	163.1470863	130.0690344	162.5686122	190.0785504	304.2326794	309.6651945	336.7146608
Eef2	509.6029908	489.0413854	514.8169301	458.0642455	494.3888751	559.3576351	532.99658	784.0322507	1034.605443	886.838276
Eef2k	1.686484417	1.692164432	1.811142174	0.516871749	0.71817522	1.758739133	0.425489848	3.380837787	4.315016985	5.705089092
Eefsec	11.26060758	5.526552542	10.48672482	9.732632171	5.761738132	13.28713687	8.333209907	10.69521685	6.506707483	17.45288811
